service_date,gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator,ObjectId
2022/09/29 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,10061.39839,12569.03827,0,231099
2022/09/28 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99760.60438,110423.5235,0,231228
2022/09/28 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,112121.3994,125997.4176,0,231229
2022/09/28 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,81663.20282,91782.63797,0,231230
2022/09/28 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,69968.29524,79059.48911,0,231231
2022/09/28 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16584.76717,22204.35801,0,231232
2022/09/28 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11468.30085,15941.81181,0,231233
2022/09/28 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,1639.171526,2339.54171,0,231234
2022/09/28 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,2151.82809,3142.063827,0,231235
2022/09/28 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9743.466984,13184.4593,0,231236
2022/09/28 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13071.886,17417.63974,0,231237
2022/09/28 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,10454.65182,13153.85218,0,231238
2022/09/28 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,6167.502211,7421.244599,0,231239
2022/09/29 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,107562.0527,125054.3427,0,231480
2022/09/29 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,101913.056,115495.9619,0,231481
2022/09/29 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,79392.97601,92313.14102,0,231482
2022/09/29 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,66292.28099,74741.79064,0,231483
2022/09/29 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17328.06446,23913.32757,0,231484
2022/09/29 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12364.5578,16983.9633,0,231526
2022/09/29 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,2210.922445,3658.036619,0,231528
2022/09/28 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40965.60763,42797.28486,0,231803
2022/09/28 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27425.05135,29061.43745,0,231809
2022/09/27 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,112379.2893,126458.6647,0,231880
2022/09/27 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99446.21447,110631.6306,0,231886
2022/09/27 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,65390.97851,74173.65197,0,231890
2022/09/27 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,79440.31047,92041.10285,0,231904
2022/09/27 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17664.4774,24588.20335,0,231908
2022/09/27 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11152.71656,15473.51462,0,231913
2022/09/27 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,2056.345074,3147.687335,0,231918
2022/09/27 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,2557.667567,4880.671128,0,231923
2022/09/27 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,12753.78143,17167.81511,0,231926
2022/09/27 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9210.081038,13311.01924,0,231947
2022/09/27 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,5974.536486,7267.299567,0,231951
2022/09/27 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,10010.70151,12912.36671,0,231954
2022/09/27 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40453.07901,42931.42659,0,231990
2022/09/27 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28465.59391,29007.03051,0,231992
2022/09/26 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28421.56582,29060.22116,0,232012
2022/09/26 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40400.9693,42884.68591,0,232013
2022/09/26 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,64179.86769,80203.74514,0,232260
2022/09/26 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,86550.6605,110846.2445,0,232312
2022/09/26 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,63527.81833,79539.22504,0,232315
2022/09/26 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,74994.47913,91035.38077,0,232317
2022/09/26 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17454.57283,23467.38929,0,232319
2022/09/26 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12517.13743,17280.00862,0,232321
2022/09/26 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,1853.188002,2770.694398,0,232323
2022/09/26 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,2503.130378,4020.205776,0,232325
2022/09/26 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13560.62142,18413.21146,0,232327
2022/09/26 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9800.838173,13038.96031,0,232329
2022/09/26 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,9715.452726,12176.70261,0,232331
2022/09/26 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,6431.641363,8233.226343,0,232333
2022/09/23 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40384.54544,42921.94054,0,232412
2022/09/23 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27821.08385,28738.5147,0,232413
2022/09/23 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,102758.4087,122779.4458,0,232420
2022/09/23 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,95520.53735,110701.3085,0,232422
2022/09/23 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,76974.00043,91190.46102,0,232424
2022/09/23 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,64882.44376,78479.65039,0,232426
2022/09/23 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15493.7109,22032.51772,0,232429
2022/09/23 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10682.5769,16120.85894,0,232431
2022/09/23 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10617.59885,15914.54398,0,232434
2022/09/23 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15755.72817,21865.55117,0,232435
2022/09/23 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,10536.1017,13675.9109,0,232438
2022/09/23 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,7178.154124,9833.431162,0,232440
2022/09/23 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,6169.568769,7900.76131,0,232442
2022/09/23 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,8816.445432,11080.14677,0,232444
2022/09/25 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,51758.30191,64322.98943,0,232564
2022/09/25 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,42385.14356,47052.8935,0,232576
2022/09/25 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13655.80222,18613.87402,0,232579
2022/09/25 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,570.7101881,894.0134851,0,232583
2022/09/25 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,12734.48802,17345.05609,0,232587
2022/09/25 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,8778.556969,11309.52414,0,232713
2022/09/25 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,31325.84938,32283.61131,0,232745
2022/09/24 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,74746.28316,89670.39987,0,232747
2022/09/24 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,55606.33243,65909.73971,0,232748
2022/09/24 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,20568.57769,28169.41215,0,232749
2022/09/24 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,162.1287782,243.3418444,0,232750
2022/09/24 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17429.17707,24771.84466,0,232751
2022/09/24 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,11950.44465,15289.74602,0,232752
2022/09/24 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,43959.59482,44527.04453,0,232779
2022/09/22 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10320.84549,14035.79246,0,232855
2022/09/21 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15458.46486,21689.47383,0,232857
2022/09/21 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,10193.48363,13278.91083,0,232858
2022/09/21 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,6809.537626,8637.110143,0,232859
2022/09/21 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,9461.96331,11549.09582,0,232860
2022/09/21 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,6081.553794,7498.638185,0,232861
2022/09/21 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27397.13164,27742.4591,0,232862
2022/09/22 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15641.14194,20811.22634,0,232866
2022/09/22 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,7750.970945,9563.793353,0,232869
2022/09/22 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,10546.90814,12716.23725,0,232886
2022/09/22 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,9878.228446,12201.59409,0,232940
2022/09/22 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,6441.672878,7483.999713,0,232942
2022/09/21 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41264.53239,43794.70545,0,232994
2022/09/22 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28302.99682,28712.24174,0,233131
2022/09/22 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,95338.44265,110581.668,0,233132
2022/09/22 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,106346.8141,127067.5173,0,233133
2022/09/22 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,59829.83565,77761.63037,0,233134
2022/09/22 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,72289.36235,94874.69922,0,233135
2022/09/22 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16298.87294,22561.19084,0,233136
2022/09/22 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11488.39512,16956.42735,0,233137
2022/09/22 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41140.66488,42977.59356,0,233142
2022/09/21 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,110227.8084,128419.4338,0,233143
2022/09/21 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,96248.5584,112270.7957,0,233144
2022/09/21 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,72635.15016,90952.51487,0,233146
2022/09/21 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,59932.71179,74919.00351,0,233148
2022/09/21 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11227.74389,16542.25045,0,233153
2022/09/21 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15576.81893,22784.69931,0,233171
2022/09/21 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11931.60731,16232.96459,0,233175
2022/09/20 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13247.93541,19174.31057,0,233205
2022/09/20 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28695.34453,28785.45136,0,233296
2022/09/20 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41099.08928,42622.33009,0,233299
2022/09/20 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,5893.640147,9536.069037,0,233351
2022/09/20 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,97353.77554,113082.1312,0,233398
2022/09/20 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,109166.0018,125607.3679,0,233399
2022/09/20 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,69274.01345,92296.705,0,233400
2022/09/20 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,51287.80659,67304.14564,0,233401
2022/09/20 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15180.17198,24433.55914,0,233402
2022/09/20 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9708.934436,14948.01686,0,233403
2022/09/20 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9684.381449,14604.43266,0,233404
2022/09/20 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,9559.946584,13578.63533,0,233475
2022/09/20 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6072.395037,7619.837651,0,233486
2022/09/20 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4019.849317,5073.928969,0,233488
2022/09/19 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,26531.06212,28128.33733,0,233796
2022/09/19 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,39734.84509,42954.12977,0,233797
2022/09/19 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,96609.96186,114853.707,0,233978
2022/09/19 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,111716.1539,128194.867,0,233979
2022/09/19 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,72920.59296,95674.96767,0,233980
2022/09/19 04:00:00+00,Orange,,Orange Line,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,58366.59107,78512.91333,0,233981
2022/09/19 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10107.32137,15734.20875,0,233982
2022/09/19 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13819.66982,22733.46407,0,233983
2022/09/19 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10958.19145,16009.03956,0,233984
2022/09/19 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14657.9068,20782.25459,0,233985
2022/09/19 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,7557.891037,9509.376198,0,233986
2022/09/19 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,10189.30502,12961.41586,0,233987
2022/09/19 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,9584.751977,12008.17925,0,233988
2022/09/19 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,6114.985301,7726.860828,0,233989
2022/09/18 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,32891.66184,33696.89716,0,234133
2022/09/17 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,42723.07312,44336.66885,0,234151
2022/09/18 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,58608.27553,66948.19915,0,234183
2022/09/18 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6717.688126,12584.04846,0,234184
2022/09/18 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,10365.30741,14002.27739,0,234185
2022/09/18 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,8135.377961,9689.73277,0,234186
2022/09/18 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6977.428395,8213.922641,0,234187
2022/09/17 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,68723.44656,90849.78797,0,234265
2022/09/17 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,11173.86235,18130.98626,0,234270
2022/09/17 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14351.96564,20599.82606,0,234275
2022/09/17 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,9690.875013,11640.31764,0,234280
2022/09/17 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,8513.406746,10979.3305,0,234285
2022/09/16 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,103093.53,124340.626,0,234481
2022/09/16 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,92610.42485,111098.3008,0,234483
2022/09/16 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4558.443026,7616.401022,0,234485
2022/09/16 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7765.319519,12925.89041,0,234550
2022/09/16 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,8378.657551,12270.58732,0,234553
2022/09/16 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13509.7976,18456.9464,0,234555
2022/09/16 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7092.804011,8838.717423,0,234557
2022/09/16 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,5300.771577,6998.254365,0,234559
2022/09/16 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7431.716513,9304.728505,0,234561
2022/09/16 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4090.615935,5051.137197,0,234563
2022/09/16 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27545.30691,28586.91267,0,234617
2022/09/16 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41021.0431,42846.99272,0,234620
2022/09/15 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,99269.76352,123270.5189,0,234665
2022/09/15 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99634.61087,115140.4097,0,234668
2022/09/15 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,6031.989186,10035.80651,0,234669
2022/09/15 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,9569.107059,16309.50215,0,234670
2022/09/15 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14779.59497,18959.51691,0,234671
2022/09/15 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10348.14395,14282.63322,0,234672
2022/09/15 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7436.760928,8986.901878,0,234673
2022/09/15 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4965.034308,6441.027704,0,234674
2022/09/15 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7319.709251,8999.817566,0,234675
2022/09/15 04:00:00+00,Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,5011.036485,6064.392221,0,234676
2022/09/15 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27753.03756,28206.42189,0,235014
2022/09/15 04:00:00+00,Blue,,Blue Line,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40028.13523,43439.49921,0,235037
2022/09/14 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,92571.58829,118031.1124,0,235329
2022/09/14 04:00:00+00,Red,,Red Line,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,93251.14083,109411.3567,0,235330
2022/09/14 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7743.569742,12956.89904,0,235331
2022/09/14 04:00:00+00,Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4347.926244,6309.983146,0,235332
2022/09/14 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9613.04723,12410.12457,0,235333
2022/09/14 04:00:00+00,Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,12977.45989,17108.30319,0,235334
2022/09/14 04:00:00+00,Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7018.795595,8481.260222,0,235335
